0,1589,188,1593,193
0,783,199,790,204
0,1686,223,1692,226
0,583,306,587,310
0,582,317,586,326
0,580,322,582,328
0,1710,340,1712,345
0,643,373,650,379
0,873,425,881,432
0,881,427,885,430
0,889,502,895,511
0,564,600,567,604
0,759,623,762,627
0,875,650,890,665
0,1580,654,1585,657
0,1013,661,1021,666
0,1019,666,1023,671
0,720,712,724,716
0,1014,729,1023,743
0,1008,735,1012,740
0,1024,737,1031,740
0,1206,766,1208,770
0,1031,771,1036,777
0,1213,770,1218,774
0,1001,772,1013,785
0,821,789,827,792
0,912,819,915,824
0,982,822,985,829
0,1074,845,1080,850
0,1335,958,1345,965
0,1246,975,1250,977
0,540,977,545,980
0,547,977,551,981
0,544,981,547,986
0,814,1035,820,1038
0,1327,1108,1332,1112
0,264,1135,268,1139
0,726,1190,733,1195
0,565,1206,568,1209
0,570,1209,578,1213
0,957,1225,961,1229
0,276,1404,281,1406
0,510,1446,514,1449
0,1645,1448,1648,1454
0,1025,1467,1034,1478
0,500,1478,504,1481
0,1556,1503,1560,1509
0,1553,1507,1557,1511
0,1410,1520,1413,1523
