0,1190,136,1194,141
0,1193,140,1195,145
0,1399,155,1404,160
0,788,199,790,202
0,1687,223,1691,228
0,582,306,587,311
0,583,320,586,326
0,1269,363,1273,371
0,643,373,651,378
0,919,415,925,420
0,874,422,883,431
0,889,502,893,509
0,891,507,897,511
0,781,563,785,566
0,558,598,567,609
0,707,644,712,652
0,883,651,886,654
0,1577,653,1586,657
0,878,654,890,659
0,1014,660,1016,665
0,720,712,725,716
0,1010,730,1030,740
0,1031,734,1035,739
0,753,759,756,763
0,754,765,758,767
0,999,770,1014,785
0,1207,770,1216,776
0,1034,773,1036,777
0,1027,775,1030,779
0,1212,775,1218,779
0,1000,777,1005,780
0,820,789,826,791
0,981,826,985,828
0,1008,842,1013,847
0,1075,849,1078,853
0,533,882,535,887
0,1336,958,1342,965
0,544,981,549,985
0,814,1035,818,1038
0,606,1078,609,1083
0,1326,1111,1330,1116
0,1214,1125,1219,1130
0,728,1190,734,1195
0,566,1206,577,1214
0,957,1225,962,1230
0,284,1365,288,1370
0,1024,1469,1034,1480
0,1555,1502,1560,1509
0,1554,1507,1557,1512
