0,1191,136,1197,141
0,785,199,790,202
0,588,221,598,228
0,579,315,585,321
0,577,322,581,329
0,582,331,586,336
0,587,334,592,338
0,1269,358,1277,367
0,1271,367,1275,370
0,647,373,651,376
0,1229,383,1234,391
0,877,420,883,430
0,737,427,742,434
0,1188,480,1193,487
0,891,503,895,505
0,1596,507,1600,509
0,1601,510,1605,513
0,494,514,497,517
0,1096,558,1098,563
0,558,595,564,606
0,754,621,761,626
0,709,642,712,646
0,926,680,929,684
0,1017,729,1035,742
0,1048,742,1051,745
0,748,761,755,767
0,755,762,758,766
0,758,768,765,774
0,1034,774,1037,776
0,1000,777,1005,781
0,1005,776,1012,787
0,651,810,657,817
0,658,812,661,816
0,1006,840,1017,851
0,532,887,535,890
0,1338,962,1340,966
0,698,1076,701,1079
0,837,1099,841,1102
0,836,1104,840,1107
0,1323,1112,1333,1119
0,1216,1133,1219,1137
0,547,1172,552,1176
0,953,1223,961,1233
0,1022,1470,1034,1480
0,1597,1500,1601,1505
