0,1194,135,1200,141
0,588,221,594,228
0,1689,222,1695,227
0,577,319,582,327
0,588,334,593,337
0,1682,335,1685,339
0,1267,362,1276,369
0,643,370,649,372
0,1523,379,1530,384
0,1229,384,1236,391
0,1466,410,1471,415
0,877,420,884,428
0,737,425,741,429
0,1189,478,1193,487
0,1599,503,1602,506
0,1598,508,1606,514
0,1094,558,1097,561
0,557,602,560,607
0,753,621,761,628
0,1016,662,1021,666
0,926,685,930,691
0,1024,731,1035,742
0,1019,733,1026,744
0,1048,742,1052,747
0,754,759,757,766
0,748,762,755,767
0,766,765,769,770
0,753,768,765,774
0,1002,775,1011,784
0,818,789,823,791
0,651,809,660,817
0,1006,841,1016,851
0,1004,849,1008,853
0,532,887,535,891
0,1009,1039,1014,1043
0,1012,1043,1018,1048
0,532,1059,534,1062
0,528,1062,532,1066
0,698,1080,702,1083
0,836,1098,841,1102
0,1322,1108,1331,1119
0,1212,1133,1217,1136
0,569,1211,575,1214
0,953,1225,961,1232
0,531,1286,533,1289
0,1022,1470,1034,1480
0,1596,1501,1601,1507
